tweet_id	class	begin	end	span	tweet
SMM4H2022Hhv7Jd6WQBMewmjR	ADE	6	16	withdrawal	paxil withdrawal is nasty. do not like.
SMM4H2022ioDFQSOm7DoJBAEY	ADE	22	39	impossible to cry	paxil makes it nearly impossible to cry.
SMM4H2022i3Hv5AABXzZk2L8f	ADE	64	68	slow	@USER_____ @USER_____ amil isnt so bad, paxil makes everything slow and haldol is ok, and haldol  .. i dunno how to explain what it does
SMM4H2022dhm1xAAVSI78AaPs	ADE	110	119	tolerance	i've been on paxil for 10 years for depression/anxiety and at first it used to help but i guess i've built up tolerance and i come too fast.
SMM4H2022dhm1xAAVSI78AaPs	ADE	126	139	come too fast	i've been on paxil for 10 years for depression/anxiety and at first it used to help but i guess i've built up tolerance and i come too fast.
SMM4H2022H2y7tIWTfGW2hSPA	ADE	20	32	PEE SO OFTEN	this paxil makes me pee so often omg #sorrynotsorry
SMM4H20224nVWoTr0t5jhAOWB	ADE	79	93	feel like crap	@USER_____ my doctor gave me paxil, which i think is similar but it's made me feel like crap.
SMM4H2022K6HmHdLrmOTP8kLu	ADE	52	62	forgetting	Promise, brownies honor I'm not stupid, i have been forgetting everything lately #paxil
SMM4H2022SS3CH0ZtRq3Iylul	ADE	70	79	impotency	what i lack in money and personality, i make up for in paxil induced impotency
SMM4H2022syeOpqTNcCojbIKL	ADE	74	84	withdrawal	Things which are the Spawn of Satin: mosquitoes, bananas, Facebook, Paxil withdrawal symptoms. #BewareOfSatin
SMM4H2022DSXTJ9dadWv42b8p	ADE	85	95	withdrawal	@USER__ Yeah, Pristiq is a different formulation or something of Effexor. So similar withdrawal stuff :(
SMM4H2022dyJQ8uRcERIeig3X	ADE	83	105	don't feel fully human	@USER_______ @USER___________ I'm with you. Even though the Pristiq works, I still don't feel fully human.
SMM4H2022ALmDT6c4USZ5YtXk	ADE	3	8	sleep	my sleep schedule is all fucked up and pristiq is making me gain weight and i don't like this
SMM4H2022ALmDT6c4USZ5YtXk	ADE	60	71	gain weight	my sleep schedule is all fucked up and pristiq is making me gain weight and i don't like this
SMM4H2022CfQKFwnnrCM7Nv5t	ADE	10	21	no appetite	i've had no appetite since i started on prozac, i guess that's a good thing
SMM4H2022fbLWEdM10jNNhadr	ADE	13	18	hyper	i am way too hyper to go home and do nothing tonight :( damn prozac &gt;.&lt;
SMM4H2022fkNPin1wPBKDWLJW	ADE	28	39	never sleep	Rules of Prozac: 1: You can never sleep, ever again. NEVER EVER 2: No you may NOT switch your brain off. Ever. 3: Exhaustion is your friend.
SMM4H2022fkNPin1wPBKDWLJW	ADE	74	103	may NOT switch your brain off	Rules of Prozac: 1: You can never sleep, ever again. NEVER EVER 2: No you may NOT switch your brain off. Ever. 3: Exhaustion is your friend.
SMM4H2022fkNPin1wPBKDWLJW	ADE	114	124	Exhaustion	Rules of Prozac: 1: You can never sleep, ever again. NEVER EVER 2: No you may NOT switch your brain off. Ever. 3: Exhaustion is your friend.
SMM4H2022HZorlDAQJpMis0BF	ADE	61	65	sick	whenever i drink and im on prozac i always feel a little bit sick and twice as drunk as i usually would
SMM4H2022HZorlDAQJpMis0BF	ADE	70	84	twice as drunk	whenever i drink and im on prozac i always feel a little bit sick and twice as drunk as i usually would
SMM4H2022VMsOVD2YeNm0mbtr	ADE	23	29	energy	food doesn't help for energy, not sure how to get some get up and go! #newmeds #quetiapine #bipolar
SMM4H2022EKRwimbgcDYzeQdU	ADE	42	47	tired	my increase of quetiapine is making me so tired #sleepy
SMM4H2022EKRwimbgcDYzeQdU	ADE	49	55	sleepy	my increase of quetiapine is making me so tired #sleepy
SMM4H2022JntsE2UVvCXCwZpq	ADE	75	85	bad dreams	@USER______ been thailand so many time it's lovely but always seem to have bad dreams every since i been on quetiapine x
SMM4H2022km5fGAOne9TFs27r	ADE	27	38	withdrawals	@USER__________ quetiapine withdrawals.
SMM4H2022Yy2trmjsiA89iyQ4	ADE	0	15	Just about dead	Just about dead, think it's bedtime.. Fuck you quetiapine
SMM4H20223iksFjCXDsnLK63a	ADE	24	30	weight	@USER___________ I lost weight in the past but it was much easier. Like 2 steps forward, one step back on the quetiapine.
SMM4H2022Uxgvy7afbQQnAYbG	ADE	62	71	tiiiiired	took a quetiapine it's been a while and I'm ready for bed, so tiiiiired
SMM4H2022WQin04z4gzP4CHBl	ADE	70	81	weight gain	i think i'm gong to speak my gp about reducing quetiapine dosage. the weight gain from it is scaring the hell out of me.
SMM4H2022ozEQkjYmwBBky9J7	ADE	0	21	Sleeping my life away	sleeping my life away on #quetiapine. fine by me.
SMM4H2022TUGT2g7fAPHTookA	ADE	68	76	Numbness	In other news, I've got my first weird side effect from quetiapine. Numbness and tingling in my fingertips.
SMM4H2022TUGT2g7fAPHTookA	ADE	81	89	tingling	In other news, I've got my first weird side effect from quetiapine. Numbness and tingling in my fingertips.
SMM4H2022ZMWP7uu8DDee5rj5	ADE	129	135	drowsy	@USER_________ i know. i just realised with everything else - i haven't taken the sodding quetiapine yet!! wondered why i wasn't drowsy doh!
SMM4H2022tMEm1ZAVS83hBkbV	ADE	17	22	dizzy	feeling a little dizzy from the quetiapine i just popped!
SMM4H2022JNpcKWvImHDtO8d7	ADE	73	81	sedating	@USER_________ please tell me that wasn't quetiapine! that stuff is sooo sedating...
SMM4H2022FD41kTlV0Pa2rups	ADE	42	63	portions Prob too big	@USER__________ not eating that badly but portions prob too big. quetiapine a factor. think i'd be ok with gentle exercise but not vigorous
SMM4H2022C8kbNoRGaV0Utawz	ADE	75	91	heart arrhythmia	erm my pdoc wants me to go back on quetiapine. pointed out it had caused a heart arrhythmia last time. going back to gp to look at my ecg
SMM4H20225v9pLL9CGYKArBXx	ADE	28	32	haze	having a serious quetiapine haze this morning...
SMM4H2022RLrjIm7fzglqh3Ij	ADE	25	31	zombie	Hello, world! Quetiapine zombie this morning and I have a work call in about 45 minutes. Perfect combination.
SMM4H2022N8ZAaLlNfYnWq3zi	ADE	45	49	sick	#quetiapine is not doing me any favors #ifeelsick
SMM4H20224HuhE0LeKyc1byX8	ADE	45	54	tiredness	@USER________ am on 300mg quetiapine. mainly tiredness it causes with me.
SMM4H2022pB7uOkY2vK6u6r70	ADE	43	49	hungry	i hate my new medication. it makes me feel hungry :-( #quetiapine
SMM4H2022WI8nfux1aOZdZniT	ADE	32	40	Headache	01.10 day 13 rivaroxaban diary. headache over right side of head; lower back pain. wrote letter to my gp &amp; his colleague outlining problems
SMM4H2022WI8nfux1aOZdZniT	ADE	72	81	back pain	01.10 day 13 rivaroxaban diary. headache over right side of head; lower back pain. wrote letter to my gp &amp; his colleague outlining problems
SMM4H2022QGum4mwFq0oV1OwP	ADE	32	41	Neck ache	03.25 day 13 rivaroxaban diary. neck ache and right shoulder ache. lower back pain.
SMM4H2022QGum4mwFq0oV1OwP	ADE	52	65	shoulder ache	03.25 day 13 rivaroxaban diary. neck ache and right shoulder ache. lower back pain.
SMM4H2022QGum4mwFq0oV1OwP	ADE	73	82	back pain	03.25 day 13 rivaroxaban diary. neck ache and right shoulder ache. lower back pain.
SMM4H202219OvcgsUmSN1NSYH	ADE	103	112	back pain	20.12 day 15 rivaroxaban diary. haven't yet taken today's tablet. will when i eat. still intense lower back pain from yesterday's tablet.
SMM4H2022nnKZ38b67fiFNqTm	ADE	44	56	pain in neck	05.00 day 17 Rivaroxaban diary. Woken up by pain in neck, hips and legs.
SMM4H2022nnKZ38b67fiFNqTm	ADE	58	62	hips	05.00 day 17 Rivaroxaban diary. Woken up by pain in neck, hips and legs.
SMM4H2022nnKZ38b67fiFNqTm	ADE	67	71	legs	05.00 day 17 Rivaroxaban diary. Woken up by pain in neck, hips and legs.
SMM4H20225A5ixo4fUvDfinqa	ADE	127	132	aches	"14.11 day 17 rivaroxaban diary. still waiting for doctor to phone me ""around lunchtime"". taken more paracetamol to dull the aches."
SMM4H2022S8i2bZCVQF3z8VCv	ADE	32	37	Aches	21.19 day 17 Rivaroxaban diary. Aches are related to pressure on my body, e.g. If sitting then in back, buttoocks and legs 1/2
SMM4H2022uMS9VCaK3us1aB3d	ADE	18	28	nightmares	seroquel gives me nightmares every fucking night but i take it anyway
SMM4H2022tDmnc4MB0Th0A0r7	ADE	48	54	crabby	i don't like taking seroquel at night. makes me crabby the whole time the following day. something about feeling sluggish and groggy. aargh.
SMM4H2022tDmnc4MB0Th0A0r7	ADE	113	132	sluggish and groggy	i don't like taking seroquel at night. makes me crabby the whole time the following day. something about feeling sluggish and groggy. aargh.
SMM4H2022H0gMTonqCL6N3bbA	ADE	87	92	dizzy	So, I lasted 16 days on Seroquel. I couldn't handle the awful side effects. Constantly dizzy and lightheadeded & a myriad of other bad stuff
SMM4H2022H0gMTonqCL6N3bbA	ADE	97	110	lightheadeded	So, I lasted 16 days on Seroquel. I couldn't handle the awful side effects. Constantly dizzy and lightheadeded & a myriad of other bad stuff
SMM4H2022Bl9QQzATn43c1Yy6	ADE	14	24	gain 18 kg	well i didn't gain 18 kg in 24 hrs. seroquel gained it for me over 8 months. ffffffffffuuuuuuu
SMM4H2022FBp9RJQIOciE7mMb	ADE	56	76	get the horn my life	@USER_______ i take way too much zoloft and seroquel to get the horn my life is a lie
SMM4H2022j1554hA8K0YRJe81	ADE	43	53	withdrawal	@USER_________ ooh. i was on seroquel. and withdrawal is a bitch. i'm not even fully off it yet either.
SMM4H20221sEuriQTlAf7iaHf	ADE	26	32	sleepy	popped a seroquel now i'm sleepy
SMM4H2022Kww3YHEoJMqyMD1D	ADE	23	27	pain	have been in a lot of pain all day though and i feel and look like a zombie. seroquel is quite an annoying medication, ugh. -.-
SMM4H2022Kww3YHEoJMqyMD1D	ADE	70	76	zombie	have been in a lot of pain all day though and i feel and look like a zombie. seroquel is quite an annoying medication, ugh. -.-
SMM4H2022fgCGEtUqn8nmFUDy	ADE	60	75	sleeping 15 hrs	just took seroquel. now i'm freaking out that i will end up sleeping 15 hrs and miss my 12pm appt tomorrow
SMM4H20228eLoQlC3EDFTReAm	ADE	68	91	crazy shit in my dreams	time to let this seroquel take me into some weird dimension and see crazy shit in my dreams. i was getting shot at by gangstas last night
SMM4H2022WEo7HOmP9R3z9dO7	ADE	19	24	tired	I'm tired of being tired, deffinatly #nap time for this girl. Stupid #medications #paxil #trazodone #seroquel
SMM4H2022WEo7HOmP9R3z9dO7	ADE	38	46	nap time	I'm tired of being tired, deffinatly #nap time for this girl. Stupid #medications #paxil #trazodone #seroquel
SMM4H20229YdVV8DZjhjKPr0l	ADE	34	44	passes out	oh hello seroquel old friend i mi*passes out on bed*
SMM4H2022fBpK6etde816Ko36	ADE	91	100	Zombiness	Tell you okes what: When your Dr. says only take Seroquel at night, only take it at night. Zombiness galore.
SMM4H20225Sy13S7rJEAcS2NY	ADE	66	72	hungry	Oh, what a great idea watching Gordan Ramsay cook at 4am when I'm hungry from my seroquel.
SMM4H2022tVeo0MR1t4FiRQEe	ADE	78	93	sleep paralysis	@USER_______ i had to taper myself down. i think the seroquel gave me lasting sleep paralysis. i've had it ever since.
SMM4H2022qbHXYaxnxBbXJYv8	ADE	35	46	memory loss	the one time i'm glad for seroquel memory loss
SMM4H2022gcQWk1MxyiIntv4u	ADE	99	112	gained weight	@USER___________ meds work differently for each person. i know seroquel xr was hell for me &amp; i gained weight but can be heaven for another
SMM4H2022IRGUA1schp8UHRbl	ADE	107	112	loopy	@USER___________ enjoy :) haha. i take it + seroquel + klonopin every night for sleep. it can make me very loopy sometimes!
SMM4H2022qHkMuhRP5UFutF44	ADE	14	23	dry-mouth	this seroquel-dry-mouth thing is getting weird
SMM4H20222d8jxsMDM4WhUuYB	ADE	100	116	sinuses close up	i've been really forgetting to take my paxil lately but if i take it with a my seroquel it makes my sinuses close up :(
SMM4H20224o1An6R3PtGode71	ADE	103	114	weight gain	nb: not psychotic ;) seroquel used off-label for ptsd. ctl'd many sympts, helped sleep. but side fx - weight gain - caused terrible pain.
SMM4H20224o1An6R3PtGode71	ADE	133	137	pain	nb: not psychotic ;) seroquel used off-label for ptsd. ctl'd many sympts, helped sleep. but side fx - weight gain - caused terrible pain.
SMM4H2022Nofqpu6Q9UEvVqfb	ADE	73	96	screwing with my memory	@USER_____ they increased my celexa. took me off seroquel because it was screwing with my memory. i go back in two weeks to see how its goin
SMM4H2022syIueEdKqHVarNsJ	ADE	0	8	lucidity	lucidity rn is probably some med's fault...with my luck probably klonopin and not seroquel
SMM4H2022Hr4au6471ahBpITz	ADE	59	65	zombie	going back to bed for a nap. seroquel has turned me into a zombie again today.
SMM4H2022rUm69HCcUtP1XPYl	ADE	55	70	barely function	i stopped taking my seroquel because i hate it. i can barely function on it, hopefully my cpn &amp; psychiatrist can advise a 'nicer' med.
SMM4H2022VTtPDoSgwmUeo0cr	ADE	27	38	zombie-ness	@USER_________  -nods-  my zombie-ness when i first wake up in the morning is mostly from my nightly meds too (seroquel).
SMM4H2022KqwHA2c0kd7Q3ORA	ADE	11	14	RLS	really bad rls fron seroquel :(
SMM4H2022gkCRHJCj27A8gvJt	ADE	35	44	fucked up	it was 6th period when i was still fucked up off them vicodins &amp; seroquel. i remember it was lunch &amp; i left because something pissed me off.
SMM4H2022LdaWCC7cavliqrmZ	ADE	66	75	crazy ish	@USER___________ but i switched to trazodone ... i was doing some crazy ish on ambien smh not good lol
SMM4H2022IUE0W24lLuMPN5NV	ADE	38	43	angry	@USER____ trazodone made me extremely angry and i was wide awake all the time
SMM4H2022IUE0W24lLuMPN5NV	ADE	59	64	awake	@USER____ trazodone made me extremely angry and i was wide awake all the time
SMM4H2022tBw9BPNHdU4tjBG8	ADE	31	55	taken control of my eyes	co-codemol and trazodone have taken control of my eyes, so i better go to bed, before they switch off my legs too, g'nite all, stay safe
SMM4H20225U0DukgJOV31JoB4	ADE	103	115	crazy dreams	@USER i take trazodone for my #insomina &amp; still have a hard time falling asleep or i end up having crazy dreams that wake me up!?!
SMM4H20229TPaYSQmo2EOEoOn	ADE	36	44	priapism	its your third visit in 2 weeks for priapism and you're still taking trazodone @USER_____
SMM4H2022khnltzeX4RiU5E7z	ADE	45	63	sleep for dayyssss	@USER_____ i used to take trazodone. made me sleep for dayyssss
SMM4H2022iJKQLw1MojrTHLAh	ADE	53	64	weight gain	@USER_________ things like mirtazipine&amp;trazodone weight gain isn't too hard to mitigate.things like valproate substantially more of an issue
SMM4H2022lIbHs6WKFsgdsGg1	ADE	46	64	sleep for 11 hours	fuck you trazodone.  i didn't want or need to sleep for 11 hours.
SMM4H2022b3AyYCx2eQzpyg7j	ADE	44	62	troubles waking up	@USER________  trazodone but you might have troubles waking up in the morning. 1/2 tablet is enough for a night i could give you 10 for 10$?
SMM4H2022xVeu7mqpTExcnhpC	ADE	7	15	allergic	i'm so allergic to trazodone but i haven't been taking it so no one believes me :::---))))
SMM4H2022rFR7OHZncJ5qJYJK	ADE	120	125	dopey	@USER________ banana? hot milk? and randomly lettuce! all contain sleepy bye chems. all i have is trazodone which means dopey all day tomo
SMM4H2022KKp0JvhvMqvtDOo7	ADE	47	71	barely keep my eyes open	i took my trazodone like an hour ago and i can barely keep my eyes open and i need to finish homeworrrkkk
SMM4H2022lShOWF1jYmOfSiae	ADE	126	135	migraines	@USER_________ @USER___ i haaaated trazodone. don't be afraid to ask doc for something else if side effects continue. gave me migraines.
SMM4H2022lfxAiSA6X0KRAUSG	ADE	75	80	tired	have taken the trazodone dose back down. simply cannot put up with feeling tired all day!
SMM4H2022OfiVeH7GDRVcmUZ1	ADE	68	74	sleepy	does trazodone actually make people feel like high omfg it makes me sleepy
SMM4H2022sru9Ikru9bSatyDc	ADE	62	78	holes in my head	eat my trazodone then go to bed, wake up in the morning with holes in my head
SMM4H2022zQXawl19k8ZZUg8l	ADE	26	50	dream all types of crazy	my trazodone be having me dream all types of crazy.
SMM4H2022GGa7SBYJSRZPem8v	ADE	15	20	hives	great.. i have hives up and down my legs from this gosh dang trazodone?
SMM4H20226s9AGprWbhMfxSfQ	ADE	31	42	passing out	taking trazodone and literally passing out on the bathroom floor yeah that shit happens
SMM4H2022bCHkz6W4813EU0RF	ADE	10	18	hangover	trazodone hangover and dry eyes
SMM4H2022bCHkz6W4813EU0RF	ADE	23	31	dry eyes	trazodone hangover and dry eyes
SMM4H20221OS3SoaW7RRfMzhV	ADE	134	139	veins	@USER________ I was on tysabri for 50 months. I'm in the process of going to tecfedera. It is similar, I needed to get off because of veins
SMM4H2022Ji530Wb6d4csA80c	ADE	70	93	immune system went poof	@USER__________ no joke!  #tysabri worked like a charm for me, til my immune system went poof.  hopeful about #Tecfidera :)
SMM4H2022JapKia2IrtoOhqX4	ADE	59	69	withdrawal	it's not even 11pm and i'm already feeling the venlafaxine withdrawal. stupid bitch. how hard is it to pack the bloody tablets?!
SMM4H2022B28eydaPse6S2dY5	ADE	58	73	disturbed sleep	@USER______ i feel for you, i had the sane experience of disturbed sleep &amp; bad dreams on venlafaxine xx
SMM4H2022B28eydaPse6S2dY5	ADE	80	90	bad dreams	@USER______ i feel for you, i had the sane experience of disturbed sleep &amp; bad dreams on venlafaxine xx
SMM4H20224FIB44myPxZzS2Sc	ADE	23	33	itchy skin	@USER__________ i had itchy skin at night on venlafaxine, i react badly to insect bites too.
SMM4H2022pKHnj50GSdL5PeCb	ADE	7	25	siiiiiiiiiiiiiiick	i feel siiiiiiiiiiiiiiick. damn you venlafaxine.
SMM4H20225SPioby3w0L2qKd1	ADE	42	53	withdrawals	@USER_____ thing about venlafaxine is the withdrawals when you're late for a dose - it's like electric shocks in your brain, and they go -
SMM4H20225SPioby3w0L2qKd1	ADE	94	123	electric shocks in your brain	@USER_____ thing about venlafaxine is the withdrawals when you're late for a dose - it's like electric shocks in your brain, and they go -
SMM4H20223L0YfQAy5OoOogCI	ADE	12	22	withdrawal	venlafaxine withdrawal is horrific
SMM4H20222eYxdX6iaPteGbsN	ADE	60	78	messed up my sleep	@USER_____ i was on venlafaxine after the citalopram but it messed up my sleep :(
SMM4H2022X8IvS6mJ3GRtZAY8	ADE	19	25	zombie	@USER______ bloody zombie I also take venlafaxine thats for cronic depression bipolar is a difficult illness to deal with, both for the
SMM4H20223jdOYomIfrkylhrM	ADE	75	81	nausea	so i ran out of victoza before payday &amp; restarted it yesterday.  bleh: nausea.  it did help me lose @ 10 lbs. but i found 3 when i ran out.
SMM4H2022VIrosJVqyRXIE7Vf	ADE	8	33	kidneys have been swollen	also my kidneys have been swollen ever since i've been on viibryd.. but its also been super hot out..
SMM4H202244a5ybslPiAVN0ix	ADE	14	22	no sleep	this night of no sleep is brought to you by vyvanse. ?
SMM4H2022mMx6sMePlQ00mGEE	ADE	28	37	jacked up	@USER________ yeaa bihh all jacked up on vyvanse!??
SMM4H2022H9ih7iOHA3QbQFMZ	ADE	37	49	stomach hurt	ugh i wish my vyvanse didn't make my stomach hurt so bad???
SMM4H20224f9yPHG1VTBzI6Li	ADE	62	74	heart attack	so i took 2 vyvanse this morning..i think i'm about to have a heart attack?????
SMM4H2022yJkbvCqCu3tyu306	ADE	7	16	irritable	i'm so irritable when my vyvanse wears off #fuckkk
SMM4H2022HY2QGDV7TwmNTuMx	ADE	23	30	crazier	vyvanse makes my brain crazier than it already is.
SMM4H2022P9a0RTyJVdPO1aIK	ADE	54	66	not sleeping	alright time to find out if a shit ton of vyvanse and not sleeping for 2 days can get a trimester worth of homework done for 2 classes
SMM4H2022dgrdzfStLmsl3rqN	ADE	82	85	OCD	"fda needs a warning label for vyvanse: ""use of of this drug may result in major ocd/many unneeded hours at work"" HTTPURL________________
SMM4H20224NXOUAq1w2iOICs4	playing league while on vyvanse is too damn stressful.  back to public i go!
SMM4H2022B1bAOXsfrbRejR4I	it feels like my brain is melting. 360mg of vyvanse in 24 hours... not smart danielle. not smart.
SMM4H2022toEr2OzZBBPoe4XW	vyvanse is really taking its toll now #headache #anger
SMM4H20229RZPfaWoFF8yL3D5	vyvanse keep me straight but i can't eat shit when i'm on em
SMM4H20225agVQKrNOsJxVe6x	vyvanse makes me having the sleeping schedule of a fucking vampire.
SMM4H2022qy94TKLf0gBVUetm	i lost 17 pounds on vyvanse &amp; that's why life is wonderful
SMM4H2022iwdyYdp1mr8gUygc	popped a vyvanse i'm tweak. whoop
SMM4H2022LenoQcd8ciuvOenL	popped a vyvanse i'm tweaking. whoop
SMM4H2022AgCk6dWzXSV5mgLw	@USER_________ word. i've been fuckin tweakin out on vyvanse and writing hella verses
SMM4H2022EWIstrQb1ESqxC0n	am i the only one that grinds the shit out of their teeth on vyvanse? #cantbetheonlyone #icouldstudyforfinalsidonthave
SMM4H2022uufS75mVtVAYMcxM	vyvanse completely gets rid of my appetite. not quite sure how to feel about this.
SMM4H2022pOtGf3FNgANQpAhu	@USER_________ hungover shakes + vyvanse shakes + coffee = recipe for success
SMM4H2022tUUvVTfGxY1k6WGV	rt @USER_______: is it hot in here or is my vyvanse just kicking in?
SMM4H2022we8lRtVigLQ4Q5wt	@USER____ i took a vyvanse and drank a 12oz redbull this morning. my heart was hurting a lil bit haha
SMM4H2022WvFAu5nku7om54Ek	YOUNG NIGGA JUST GAVE ME A 70MG VYVANSE, THESE THINGS CAN TWERK ME OUT THANK GOODNESS FOR MY SCRIPT OF XANAX
SMM4H20224Z90PHiqLbGKnBdU	rt @USER_______: all nighter is killing me right now, i hate you vyvanse"""
SMM4H20224NXOUAq1w2iOICs4	ADE	44	53	stressful	
SMM4H2022B1bAOXsfrbRejR4I	ADE	17	33	brain is melting	
SMM4H2022toEr2OzZBBPoe4XW	ADE	39	47	headache	
SMM4H2022toEr2OzZBBPoe4XW	ADE	49	54	anger	
SMM4H20229RZPfaWoFF8yL3D5	ADE	31	40	can't eat	
SMM4H20225agVQKrNOsJxVe6x	ADE	28	66	sleeping schedule of a fucking vampire	
SMM4H2022qy94TKLf0gBVUetm	ADE	2	16	lost 17 pounds	
SMM4H2022iwdyYdp1mr8gUygc	ADE	21	26	tweak	
SMM4H2022LenoQcd8ciuvOenL	ADE	21	29	Tweaking	
SMM4H2022AgCk6dWzXSV5mgLw	ADE	38	49	tweakin out	
SMM4H2022EWIstrQb1ESqxC0n	ADE	23	57	grinds the shit out of their teeth	
SMM4H2022uufS75mVtVAYMcxM	ADE	24	42	rid of my appetite	
SMM4H2022pOtGf3FNgANQpAhu	ADE	41	47	shakes	
SMM4H2022tUUvVTfGxY1k6WGV	ADE	23	26	hot	
SMM4H2022RpoiFlsztduCC4Ru	ADE	23	26	hot	rt @USER_______: is it hot in here or is my vyvanse just kicking in?
SMM4H2022we8lRtVigLQ4Q5wt	ADE	69	86	heart was hurting	
SMM4H2022WvFAu5nku7om54Ek	ADE	58	70	TWERK ME OUT	
SMM4H20224Z90PHiqLbGKnBdU	ADE	18	29	All nighter	
SMM4H2022xNCpmUEAI9NajDbb	ADE	117	128	can't sleep	oh my god. it's 5:19am and i am just now realizing that i accidentally took a vyvanse at 11pm... that explains why i can't sleep.
SMM4H2022h69JBNLyXNE3pkYA	ADE	59	65	addict	rt @USER_______: @USER__________ maybe it's just a vyvanse addict thing rt @USER_______: nothing more satisfying than crossing something of'
SMM4H2022QoseXF8Z2TmaNKM8	ADE	2	15	haven't slept	i haven't slept in 2 days due to #vyvanse
SMM4H2022s4WOJgRWINEXPdE8	ADE	55	71	hating the world	rt @USER_____: just wondering where the side effect of hating the world is stated on vyvanse advertisements?
SMM4H2022yHqk8UsoKbCvtyFQ	ADE	124	130	drowsy	@USER_______ thats the prob with zyprexa its for ppl with bi-polar or schizophrenia its really strong when you wake up your drowsy for 6 hrs
SMM4H2022fucIkOVIsfbkLpC2	ADE	42	59	just eat, and eat	i can't even fucking restrict anymore. i just eat, and eat. maybe it's bc of the zyprexa. the other med should help with that, but idk.
SMM4H2022j0IXtdSjhIKqhQJt	ADE	25	38	sleep walking	@USER____ zyprexa had me sleep walking!!!
SMM4H2022pecxywPt1pWY7DMi	ADE	30	62	Central nervous system breakdown	@USER_________ avelox got me. central nervous system breakdown.
SMM4H2022T5GKdXkKdguYMO1J	ADE	61	66	tired	@USER________ I find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine I can (mostly) deal with.
SMM4H2022T5GKdXkKdguYMO1J	ADE	67	73	sleepy	@USER________ I find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine I can (mostly) deal with.
SMM4H2022T5GKdXkKdguYMO1J	ADE	74	77	fog	@USER________ I find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine I can (mostly) deal with.
SMM4H2022MBY8VwAXENOjmo6E	ADE	69	75	gorked	yay mom's giving me baclofen when i get home~ i'll probably still be gorked for my physics final but i kinda don't give a fuck.
SMM4H2022TeRcLIkhRFSjAG9n	ADE	23	47	make me a bigger asshole	i think baclofen might make me a bigger asshole than usual. :/
SMM4H20228RAPVxS7nPLWDhCX	ADE	45	56	can't sleep	"@USER____@USER___________ i take baclofen ""can't sleep! want to sleep!"" help!"
SMM4H20223tGVIB9pr26y53RR	ADE	114	122	dry nose	@USER___________ i would like to know what everyone else's experience are of baclofen and clonazepam. do they get dry nose / throat?
SMM4H20223tGVIB9pr26y53RR	ADE	125	131	throat	@USER___________ i would like to know what everyone else's experience are of baclofen and clonazepam. do they get dry nose / throat?
SMM4H2022SmguJYNnZzz2u3hK	ADE	49	69	erectile dysfunction	boniva would've been better properly named as an erectile dysfunction drug.
SMM4H20223oXuus6dMq4a3ECW	ADE	49	69	erectile dysfunction	boniva would've been better properly named as an erectile dysfunction drug.
SMM4H2022p4qBo2g51yhbKG1G	ADE	27	36	halitosis	i'm sorry you have ostrich halitosis @USER__________ but that is a side effect of once monthly boniva.
SMM4H2022FuuCWb2hRihWsm7y	ADE	102	112	tendonitis	@USER_________ ironically, the pulmonologist I work with told me about his own devastating bout with 'tendonitis' after Cipro
SMM4H2022Fd9uTly6Pc1HSjeD	ADE	59	66	disable	@USER_______ i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.
SMM4H2022Fd9uTly6Pc1HSjeD	ADE	127	135	crippled	@USER_______ i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.
SMM4H2022w6MjVyz7cjHkxD6W	ADE	45	60	Felt like chemo	@USER_____ It wasn't an easy victory though. Felt like chemo with the Cipro. As for the heart, i meant for study purposes.
SMM4H2022QWuAHprKnkrUV9SL	ADE	23	30	vampire	@USER_____ yea still a vampire as still on cipro wbu? xx
SMM4H2022FRzuYeMT7vcRQKru	ADE	21	45	destroyed my entire body	@USER_________ Cipro destroyed my entire body, from head to toe.  Bedridden since 2009.  Be VERY careful.
SMM4H2022FRzuYeMT7vcRQKru	ADE	66	75	Bedridden	@USER_________ Cipro destroyed my entire body, from head to toe.  Bedridden since 2009.  Be VERY careful.
SMM4H2022gjcv3n1S3FapcE6J	ADE	25	44	"killing""""  my tummy"	"this cipro is totally ""killing""  my tummy .. hiks.."
SMM4H2022r4fjjVXBdSqmegja	ADE	86	99	septic c diff	@USER_______ the aythromicyn didn't work so i'm back on cipro which is what caused my septic c diff in sept.
SMM4H2022VEIISYQFjrM4wqiu	ADE	57	66	Can't run	day 11 of #rwrunstreak completed. 1.32 miles of walking. can't run even if i could because of cipro. also day 4 of mostly raw was good.
SMM4H2022062QZvnId6lFAATp	ADE	33	37	sick	@USER___ cipro is awful makes me sick as a dog too
SMM4H2022gcWJC6D35W902jGc	ADE	68	73	dizzy	@USER___________ consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.
SMM4H2022gcWJC6D35W902jGc	ADE	78	82	sick	@USER___________ consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.
SMM4H2022gcWJC6D35W902jGc	ADE	91	99	crippled	@USER___________ consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.
